date,location_key,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,death_rate,recover_rate
2022-04-28,BR_RS_430710,1280,22,0,2210,0.0171875,0.0
2022-04-28,BR_RS_430720,561,8,0,1204,0.0142602495543672,0.0
2022-04-28,BR_RS_430730,1112,9,0,2207,0.008093525179856115,0.0
2022-04-28,BR_RS_430740,350,7,0,1196,0.02,0.0
2022-04-28,BR_RS_430745,391,15,0,837,0.03836317135549872,0.0
2022-04-28,BR_RS_430750,4039,54,0,7187,0.01336964595196831,0.0
2022-04-28,BR_RS_430755,1539,21,0,3301,0.01364522417153996,0.0
2022-04-28,BR_RS_430760,9623,156,0,24293,0.016211160760677544,0.0
2022-04-28,BR_RS_430770,20376,410,0,47489,0.02012171181782489,0.0
2022-04-28,BR_RS_430780,7109,78,0,13971,0.010972007314671543,0.0
2022-04-28,BR_RS_430781,723,7,0,1135,0.009681881051175657,0.0
2022-04-28,BR_RS_430783,585,8,0,1204,0.013675213675213675,0.0
2022-04-28,BR_RS_430786,798,4,0,1547,0.005012531328320802,0.0
2022-04-28,BR_RS_430790,16358,197,0,41873,0.012043037046093654,0.0
2022-04-28,BR_RS_430800,1133,11,0,2621,0.009708737864077669,0.0
2022-04-28,BR_RS_430805,394,6,0,1417,0.015228426395939087,0.0
2022-04-28,BR_RS_430807,728,9,0,1552,0.012362637362637362,0.0
2022-04-28,BR_RS_430810,3983,28,0,8371,0.007029876977152899,0.0
2022-04-28,BR_RS_430820,8033,76,0,17102,0.009460973484376946,0.0
2022-04-28,BR_RS_430825,295,1,0,606,0.003389830508474576,0.0
2022-04-28,BR_RS_430830,1591,33,0,2716,0.020741671904462602,0.0
2022-04-28,BR_RS_430840,985,15,0,1414,0.015228426395939087,0.0
2022-04-28,BR_RS_430843,327,8,0,524,0.024464831804281346,0.0
2022-04-28,BR_RS_430845,1485,10,0,2501,0.006734006734006734,0.0
2022-04-28,BR_RS_430850,8963,91,0,20438,0.010152850608055338,0.0
2022-04-28,BR_RS_430860,9915,85,0,19281,0.008572869389813415,0.0
2022-04-28,BR_RS_430865,161,7,0,1044,0.043478260869565216,0.0
2022-04-28,BR_RS_430870,975,6,0,2295,0.006153846153846154,0.0
2022-04-28,BR_RS_430880,1296,25,0,3480,0.019290123456790122,0.0
2022-04-28,BR_RS_430885,233,5,0,835,0.02145922746781116,0.0
2022-04-28,BR_RS_430890,3914,45,0,9853,0.011497189575881452,0.0
2022-04-28,BR_RS_430900,3536,48,0,9323,0.013574660633484163,0.0
2022-04-28,BR_RS_430905,1506,32,0,2958,0.021248339973439574,0.0
2022-04-28,BR_RS_430910,12603,156,0,31049,0.01237800523684837,0.0
2022-04-28,BR_RS_430912,371,4,0,865,0.01078167115902965,0.0
2022-04-28,BR_RS_430915,617,4,0,1376,0.006482982171799027,0.0
2022-04-28,BR_RS_430920,32905,1040,0,78760,0.031606138884667984,0.0
2022-04-28,BR_RS_430925,268,1,0,559,0.0037313432835820895,0.0
2022-04-28,BR_RS_430930,14191,379,0,37576,0.026707067859911213,0.0
2022-04-28,BR_RS_430940,6741,76,0,13359,0.011274291648123424,0.0
2022-04-28,BR_RS_430950,1276,18,0,2398,0.014106583072100314,0.0
2022-04-28,BR_RS_430955,1311,15,0,2917,0.011441647597254004,0.0
2022-04-28,BR_RS_430957,389,3,0,883,0.007712082262210797,0.0
2022-04-28,BR_RS_430960,4660,49,0,9557,0.010515021459227468,0.0
2022-04-28,BR_RS_430965,1275,11,0,1410,0.008627450980392156,0.0
2022-04-28,BR_RS_430970,599,11,0,1279,0.018363939899833055,0.0
2022-04-28,BR_RS_430975,641,7,0,834,0.0109204368174727,0.0
2022-04-28,BR_RS_430980,1117,14,0,3095,0.012533572068039392,0.0
2022-04-28,BR_RS_430990,1818,40,0,2874,0.022002200220022004,0.0
2022-04-28,BR_RS_430995,612,17,0,1014,0.027777777777777776,0.0
2022-04-28,BR_RS_431000,7341,95,0,18108,0.012941016210325569,0.0
2022-04-28,BR_RS_431010,7195,132,0,11889,0.018346073662265462,0.0
2022-04-28,BR_RS_431020,24440,287,0,37933,0.0117430441898527,0.0
2022-04-28,BR_RS_431030,559,5,0,970,0.008944543828264758,0.0
2022-04-28,BR_RS_431033,6676,146,0,13370,0.021869382863990414,0.0
2022-04-28,BR_RS_431036,437,9,0,804,0.020594965675057208,0.0
2022-04-28,BR_RS_431040,1360,12,0,1383,0.008823529411764706,0.0
2022-04-28,BR_RS_431041,139,4,0,324,0.02877697841726619,0.0
2022-04-28,BR_RS_431043,1784,15,0,3380,0.008408071748878924,0.0
2022-04-28,BR_RS_431046,358,2,0,648,0.00558659217877095,0.0
2022-04-28,BR_RS_431050,1125,17,0,2782,0.015111111111111112,0.0
2022-04-28,BR_RS_431053,878,18,0,1853,0.02050113895216401,0.0
2022-04-28,BR_RS_431055,102,8,0,224,0.0784313725490196,0.0
2022-04-28,BR_RS_431057,300,3,0,550,0.01,0.0
2022-04-28,BR_RS_431060,6110,72,0,19379,0.011783960720130934,0.0
2022-04-28,BR_RS_431065,266,12,0,400,0.045112781954887216,0.0
2022-04-28,BR_RS_431070,487,3,0,1130,0.006160164271047228,0.0
2022-04-28,BR_RS_431075,112,1,0,433,0.008928571428571428,0.0
2022-04-28,BR_RS_431080,5728,73,0,13099,0.01274441340782123,0.0
2022-04-28,BR_RS_431085,668,11,0,1161,0.016467065868263474,0.0
2022-04-28,BR_RS_431087,393,2,0,778,0.005089058524173028,0.0
2022-04-28,BR_RS_431090,621,4,0,1834,0.00644122383252818,0.0
2022-04-28,BR_RS_431100,5643,60,0,6934,0.01063264221158958,0.0
2022-04-28,BR_RS_431110,2068,37,0,4647,0.017891682785299807,0.0
2022-04-28,BR_RS_431112,837,10,0,2995,0.011947431302270013,0.0
2022-04-28,BR_RS_431113,230,3,0,907,0.013043478260869565,0.0
2022-04-28,BR_RS_431115,1519,25,0,2735,0.016458196181698487,0.0
2022-04-28,BR_RS_431120,3734,47,0,10396,0.012587038028923407,0.0
2022-04-28,BR_RS_431123,184,1,0,212,0.005434782608695652,0.0
2022-04-28,BR_RS_431125,760,15,0,1250,0.019736842105263157,0.0
2022-04-28,BR_RS_431127,457,5,0,792,0.010940919037199124,0.0
2022-04-28,BR_RS_431130,6797,111,0,16528,0.01633073414741798,0.0
2022-04-28,BR_RS_431140,22590,237,0,58191,0.01049136786188579,0.0
2022-04-28,BR_RS_431142,513,17,0,1207,0.03313840155945419,0.0
2022-04-28,BR_RS_431150,1193,17,0,1956,0.014249790444258172,0.0
2022-04-28,BR_RS_431160,840,11,0,1468,0.013095238095238096,0.0
2022-04-28,BR_RS_431162,1536,16,0,3213,0.010416666666666666,0.0
2022-04-28,BR_RS_431164,323,3,0,750,0.009287925696594427,0.0
2022-04-28,BR_RS_431170,1381,14,0,2891,0.010137581462708182,0.0
2022-04-28,BR_RS_431171,1088,6,0,1973,0.0055147058823529415,0.0
2022-04-28,BR_RS_431173,443,3,0,570,0.006772009029345372,0.0
2022-04-28,BR_RS_431175,1317,13,0,2457,0.009870918754745633,0.0
2022-04-28,BR_RS_431177,1255,24,0,2409,0.019123505976095617,0.0
2022-04-28,BR_RS_431179,494,4,0,1018,0.008097165991902834,0.0
2022-04-28,BR_RS_431180,12647,122,0,38123,0.009646556495611608,0.0
2022-04-28,BR_RS_431190,767,8,0,1036,0.010430247718383311,0.0
2022-04-28,BR_RS_431198,535,5,0,1390,0.009345794392523364,0.0
2022-04-28,BR_RS_431200,233,5,0,1078,0.02145922746781116,0.0
2022-04-28,BR_RS_431205,489,9,0,689,0.018404907975460124,0.0
2022-04-28,BR_RS_431210,1080,14,0,1954,0.012962962962962963,0.0
2022-04-28,BR_RS_431213,625,17,0,1435,0.0272,0.0
2022-04-28,BR_RS_431215,1276,8,0,2413,0.006269592476489028,0.0
2022-04-28,BR_RS_431217,241,4,0,1487,0.016597510373443983,0.0
2022-04-28,BR_RS_431220,975,13,0,2088,0.013333333333333334,0.0
2022-04-28,BR_RS_431225,782,13,0,2717,0.016624040920716114,0.0
2022-04-28,BR_RS_431230,1116,17,0,2255,0.015232974910394265,0.0
2022-04-28,BR_RS_431235,371,9,0,797,0.02425876010781671,0.0
2022-04-28,BR_RS_431237,265,7,0,611,0.026415094339622643,0.0
2022-04-28,BR_RS_431238,556,9,0,826,0.01618705035971223,0.0
2022-04-28,BR_RS_431240,16038,183,0,36439,0.011410400299289188,0.0
2022-04-28,BR_RS_431242,666,6,0,1474,0.009009009009009009,0.0
2022-04-28,BR_RS_431244,684,5,0,1004,0.007309941520467836,0.0
2022-04-28,BR_RS_431245,1026,20,0,1621,0.01949317738791423,0.0
2022-04-28,BR_RS_431247,1372,18,0,2958,0.013119533527696793,0.0
2022-04-28,BR_RS_431250,1733,31,0,3299,0.01788805539526832,0.0
2022-04-28,BR_RS_431260,1187,15,0,2193,0.012636899747262006,0.0
2022-04-28,BR_RS_431261,281,6,0,576,0.021352313167259787,0.0
2022-04-28,BR_RS_431262,349,2,0,702,0.0057306590257879654,0.0
2022-04-28,BR_RS_431265,5882,70,0,13126,0.011900714042842571,0.0
2022-04-28,BR_RS_431267,130,7,0,350,0.05384615384615385,0.0
2022-04-28,BR_RS_431270,3160,52,0,7622,0.016455696202531647,0.0
2022-04-28,BR_RS_431275,898,8,0,1970,0.008908685968819599,0.0
2022-04-28,BR_RS_431280,1623,10,0,3982,0.0061614294516327784,0.0
2022-04-28,BR_RS_431290,2766,16,0,4733,0.005784526391901663,0.0
2022-04-28,BR_RS_431295,608,2,0,1112,0.003289473684210526,0.0
2022-04-28,BR_RS_431300,774,17,0,2086,0.021963824289405683,0.0
2022-04-28,BR_RS_431301,504,5,0,1156,0.00992063492063492,0.0
2022-04-28,BR_RS_431303,1966,11,0,3622,0.005595116988809766,0.0
2022-04-28,BR_RS_431306,4506,79,0,8535,0.017532179316466934,0.0
2022-04-28,BR_RS_431308,620,12,0,1245,0.01935483870967742,0.0
2022-04-28,BR_RS_431310,1228,15,0,2430,0.012214983713355049,0.0
2022-04-28,BR_RS_431320,6872,92,0,15113,0.01338766006984866,0.0
2022-04-28,BR_RS_431330,5637,57,0,13900,0.010111761575306013,0.0
2022-04-28,BR_RS_431333,589,4,0,933,0.006791171477079796,0.0
2022-04-28,BR_RS_431335,589,6,0,1605,0.010186757215619695,0.0
2022-04-28,BR_RS_431337,5534,110,0,9287,0.019877123238164075,0.0
2022-04-28,BR_RS_431339,872,6,0,1858,0.006880733944954129,0.0
2022-04-28,BR_RS_431340,45482,1071,0,104593,0.023547777142605867,0.0
2022-04-28,BR_RS_431342,360,5,0,781,0.013888888888888888,0.0
2022-04-28,BR_RS_431344,427,0,0,508,0.0,0.0
2022-04-28,BR_RS_431346,426,5,0,390,0.011737089201877934,0.0
2022-04-28,BR_RS_431349,1220,26,0,1909,0.021311475409836064,0.0
2022-04-28,BR_RS_431350,15528,196,0,29578,0.012622359608449252,0.0
2022-04-28,BR_RS_431360,667,1,0,1057,0.0014992503748125937,0.0
2022-04-28,BR_RS_431365,2493,40,0,4504,0.016044925792218213,0.0
2022-04-28,BR_RS_431370,7899,110,0,18196,0.013925813394100518,0.0
2022-04-28,BR_RS_431380,1647,15,0,3170,0.009107468123861567,0.0
2022-04-28,BR_RS_431390,12595,137,0,24392,0.010877332274712187,0.0
2022-04-28,BR_RS_431395,2112,29,0,3823,0.013731060606060606,0.0
2022-04-28,BR_RS_431400,2042,24,0,3789,0.011753183153770812,0.0
2022-04-28,BR_RS_431402,984,17,0,1736,0.017276422764227643,0.0
2022-04-28,BR_RS_431403,1079,7,0,1854,0.006487488415199258,0.0
2022-04-28,BR_RS_431405,12729,246,0,25125,0.019325948621258544,0.0
2022-04-28,BR_RS_431406,601,6,0,1283,0.009983361064891847,0.0
2022-04-28,BR_RS_431407,1189,18,0,2444,0.015138772077375946,0.0
2022-04-28,BR_RS_431410,58369,784,0,120454,0.013431787421405198,0.0
2022-04-28,BR_RS_431413,471,2,0,951,0.004246284501061571,0.0
2022-04-28,BR_RS_431415,1000,22,0,2234,0.022,0.0
2022-04-28,BR_RS_431417,335,4,0,1227,0.011940298507462687,0.0
2022-04-28,BR_RS_431420,1294,30,0,3958,0.023183925811437404,0.0
2022-04-28,BR_RS_431430,1335,11,0,2165,0.008239700374531835,0.0
2022-04-28,BR_RS_431440,80767,1332,0,136518,0.016491884061559794,0.0
2022-04-28,BR_RS_431442,918,11,0,1598,0.011982570806100218,0.0
2022-04-28,BR_RS_431445,776,6,0,1390,0.007731958762886598,0.0
2022-04-28,BR_RS_431446,557,6,0,1150,0.010771992818671455,0.0
2022-04-28,BR_RS_431447,569,7,0,1206,0.012302284710017574,0.0
2022-04-28,BR_RS_431449,714,9,0,1693,0.012605042016806723,0.0
2022-04-28,BR_RS_431450,3152,35,0,5681,0.011104060913705584,0.0
2022-04-28,BR_RS_431454,557,6,0,1172,0.010771992818671455,0.0
2022-04-28,BR_RS_431455,227,18,0,1173,0.07929515418502203,0.0
2022-04-28,BR_RS_431460,2195,38,0,4866,0.017312072892938495,0.0
2022-04-28,BR_RS_431470,1791,27,0,2552,0.01507537688442211,0.0
2022-04-28,BR_RS_431475,441,1,0,1027,0.0022675736961451248,0.0
2022-04-28,BR_RS_431477,389,11,0,918,0.028277634961439587,0.0
2022-04-28,BR_RS_431478,206,3,0,748,0.014563106796116505,0.0
2022-04-28,BR_RS_431480,6393,137,0,15297,0.021429688722039732,0.0
2022-04-28,BR_RS_431490,252098,6216,0,638068,0.02465707780307658,0.0
2022-04-28,BR_RS_431500,741,10,0,859,0.01349527665317139,0.0
2022-04-28,BR_RS_431505,362,8,0,612,0.022099447513812154,0.0
2022-04-28,BR_RS_431507,199,5,0,705,0.02512562814070352,0.0
2022-04-28,BR_RS_431510,2790,58,0,5225,0.02078853046594982,0.0
2022-04-28,BR_RS_431513,322,4,0,582,0.012422360248447204,0.0
2022-04-28,BR_RS_431514,705,4,0,1491,0.005673758865248227,0.0
2022-04-28,BR_RS_431515,987,14,0,1804,0.014184397163120567,0.0
2022-04-28,BR_RS_431517,159,6,0,355,0.03773584905660377,0.0
2022-04-28,BR_RS_431520,917,20,0,1541,0.021810250817884406,0.0
2022-04-28,BR_RS_431530,4090,64,0,7511,0.015647921760391197,0.0
2022-04-28,BR_RS_431531,161,3,0,398,0.018633540372670808,0.0
2022-04-28,BR_RS_431532,405,1,0,541,0.0024691358024691358,0.0
2022-04-28,BR_RS_431535,1191,12,0,2096,0.010075566750629723,0.0
2022-04-28,BR_RS_431540,1603,33,0,3460,0.020586400499064253,0.0
2022-04-28,BR_RS_431545,435,4,0,672,0.009195402298850575,0.0
2022-04-28,BR_RS_431550,3034,43,0,5557,0.014172709294660513,0.0
2022-04-28,BR_RS_431555,576,11,0,842,0.019097222222222224,0.0
2022-04-28,BR_RS_431560,40929,642,0,109122,0.015685699626181923,0.0
2022-04-28,BR_RS_431570,6680,108,0,13814,0.016167664670658683,0.0
2022-04-28,BR_RS_431575,696,14,0,1660,0.020114942528735632,0.0
2022-04-28,BR_RS_431580,1414,30,0,2255,0.021216407355021217,0.0
2022-04-28,BR_RS_431590,1899,8,0,2617,0.00421274354923644,0.0
2022-04-28,BR_RS_431595,466,4,0,941,0.008583690987124463,0.0
2022-04-28,BR_RS_431600,5866,65,0,10611,0.011080804636890556,0.0
2022-04-28,BR_RS_431610,2290,29,0,3272,0.012663755458515284,0.0
2022-04-28,BR_RS_431620,1415,19,0,2380,0.01342756183745583,0.0
2022-04-28,BR_RS_431630,1233,11,0,4328,0.008921330089213302,0.0
2022-04-28,BR_RS_431640,7433,137,0,17263,0.018431319790125116,0.0
2022-04-28,BR_RS_431642,707,10,0,979,0.014144271570014143,0.0
2022-04-28,BR_RS_431643,714,13,0,1358,0.018207282913165267,0.0
2022-04-28,BR_RS_431645,2220,29,0,4526,0.013063063063063063,0.0
2022-04-28,BR_RS_431647,705,9,0,1506,0.01276595744680851,0.0
2022-04-28,BR_RS_431650,1357,5,0,2680,0.0036845983787767134,0.0
2022-04-28,BR_RS_431660,4857,40,0,8357,0.008235536339304097,0.0
2022-04-28,BR_RS_431670,2512,47,0,3897,0.018710191082802547,0.0
2022-04-28,BR_RS_431673,726,4,0,1629,0.005509641873278237,0.0
2022-04-28,BR_RS_431675,658,12,0,1787,0.0182370820668693,0.0
2022-04-28,BR_RS_431680,37488,382,0,74216,0.010189927443448571,0.0
2022-04-28,BR_RS_431690,66186,921,0,107972,0.013915329525881606,0.0
2022-04-28,BR_RS_431695,1079,16,0,1601,0.014828544949026877,0.0
2022-04-28,BR_RS_431697,268,7,0,361,0.026119402985074626,0.0
2022-04-28,BR_RS_431700,863,13,0,1076,0.015063731170336037,0.0
2022-04-28,BR_RS_431710,17606,214,0,42083,0.012154947177098717,0.0
2022-04-28,BR_RS_431720,23626,228,0,49633,0.009650385168881741,0.0
2022-04-28,BR_RS_431725,378,4,0,1007,0.010582010582010581,0.0
2022-04-28,BR_RS_431730,6269,56,0,13708,0.008932844153772532,0.0
2022-04-28,BR_RS_431740,12138,178,0,23838,0.014664689405173834,0.0
2022-04-28,BR_RS_431750,16802,321,0,43569,0.019104868468039517,0.0
2022-04-28,BR_RS_431755,333,5,0,517,0.015015015015015015,0.0
2022-04-28,BR_RS_431760,7974,171,0,18958,0.02144469525959368,0.0
2022-04-28,BR_RS_431770,1093,42,0,5412,0.0384263494967978,0.0
2022-04-28,BR_RS_431775,189,2,0,698,0.010582010582010581,0.0
2022-04-28,BR_RS_431780,2553,41,0,4136,0.016059537798668234,0.0
2022-04-28,BR_RS_431790,2861,31,0,5128,0.01083537224746592,0.0
2022-04-28,BR_RS_431795,467,8,0,741,0.017130620985010708,0.0
2022-04-28,BR_RS_431800,14508,278,0,28352,0.019161841742486904,0.0
2022-04-28,BR_RS_431805,726,9,0,1135,0.012396694214876033,0.0
2022-04-28,BR_RS_431810,2795,39,0,6389,0.013953488372093023,0.0
2022-04-28,BR_RS_431820,2485,53,0,5420,0.021327967806841045,0.0
2022-04-28,BR_RS_431830,14722,313,0,31348,0.021260698274690938,0.0
2022-04-28,BR_RS_431840,2342,82,0,7659,0.035012809564474806,0.0
2022-04-28,BR_RS_431842,1233,6,0,1968,0.004866180048661801,0.0
2022-04-28,BR_RS_431843,602,6,0,978,0.009966777408637873,0.0
2022-04-28,BR_RS_431844,527,11,0,657,0.020872865275142316,0.0
2022-04-28,BR_RS_431845,398,3,0,1452,0.007537688442211055,0.0
2022-04-28,BR_RS_431846,243,3,0,403,0.012345679012345678,0.0
2022-04-28,BR_RS_431848,1022,13,0,1920,0.012720156555772993,0.0
2022-04-28,BR_RS_431849,698,2,0,826,0.0028653295128939827,0.0
2022-04-28,BR_RS_431850,2477,53,0,7648,0.021396851029471135,0.0
2022-04-28,BR_RS_431860,1345,19,0,2768,0.01412639405204461,0.0
2022-04-28,BR_RS_431861,520,6,0,942,0.011538461538461539,0.0
2022-04-28,BR_RS_431862,733,14,0,1833,0.019099590723055934,0.0
2022-04-28,BR_RS_431870,41207,851,0,88941,0.020651830999587447,0.0
2022-04-28,BR_RS_431880,7587,96,0,11374,0.01265322261763543,0.0
2022-04-28,BR_RS_431890,7935,119,0,12936,0.014996849401386264,0.0
2022-04-28,BR_RS_431900,6246,73,0,16536,0.011687479987191803,0.0
2022-04-28,BR_RS_431910,1240,12,0,1640,0.00967741935483871,0.0
2022-04-28,BR_RS_431912,183,7,0,693,0.03825136612021858,0.0
2022-04-28,BR_RS_431915,1460,17,0,2820,0.011643835616438357,0.0
2022-04-28,BR_RS_431920,144,16,0,786,0.1111111111111111,0.0
2022-04-28,BR_RS_431930,1051,14,0,1811,0.013320647002854425,0.0
2022-04-28,BR_RS_431935,667,2,0,1363,0.0029985007496251873,0.0
2022-04-28,BR_RS_431936,565,10,0,788,0.017699115044247787,0.0
2022-04-28,BR_RS_431937,668,6,0,1443,0.008982035928143712,0.0
2022-04-28,BR_RS_431940,2701,38,0,5230,0.014068863383931877,0.0
2022-04-28,BR_RS_431950,5847,66,0,12351,0.011287839917906618,0.0
2022-04-28,BR_RS_431960,3911,68,0,8463,0.017386857581181282,0.0
2022-04-28,BR_RS_431970,376,5,0,1423,0.013297872340425532,0.0
2022-04-28,BR_RS_431971,546,4,0,700,0.007326007326007326,0.0
2022-04-28,BR_RS_431973,286,5,0,497,0.017482517482517484,0.0
2022-04-28,BR_RS_431975,593,6,0,868,0.01011804384485666,0.0
2022-04-28,BR_RS_431980,1220,21,0,2125,0.01721311475409836,0.0
2022-04-28,BR_RS_431990,19555,359,0,40904,0.018358476093070827,0.0
2022-04-28,BR_RS_432000,25396,602,0,56797,0.023704520396912898,0.0
2022-04-28,BR_RS_432010,7222,73,0,14725,0.010108003323179175,0.0
2022-04-28,BR_RS_432020,3431,47,0,6397,0.0136986301369863,0.0
2022-04-28,BR_RS_432023,493,7,0,614,0.014198782961460446,0.0
2022-04-28,BR_RS_432026,1098,7,0,2393,0.006375227686703097,0.0
2022-04-28,BR_RS_432030,1285,28,0,2613,0.02178988326848249,0.0
2022-04-28,BR_RS_432032,606,3,0,878,0.0049504950495049506,0.0
2022-04-28,BR_RS_432035,804,23,0,1236,0.028606965174129355,0.0
2022-04-28,BR_RS_432040,4193,38,0,10872,0.009062723586930598,0.0
2022-04-28,BR_RS_432045,264,7,0,412,0.026515151515151516,0.0
2022-04-28,BR_RS_432050,1224,18,0,1541,0.014705882352941176,0.0
2022-04-28,BR_RS_432055,1085,13,0,3045,0.011981566820276499,0.0
2022-04-28,BR_RS_432057,161,5,0,471,0.031055900621118012,0.0
2022-04-28,BR_RS_432060,758,6,0,1290,0.0079155672823219,0.0
2022-04-28,BR_RS_432065,478,12,0,726,0.02510460251046025,0.0
2022-04-28,BR_RS_432067,1333,23,0,2452,0.0172543135783946,0.0
2022-04-28,BR_RS_432070,3053,34,0,6239,0.011136586963642319,0.0
2022-04-28,BR_RS_432080,6794,99,0,10784,0.014571680894907272,0.0
2022-04-28,BR_RS_432085,726,8,0,1831,0.011019283746556474,0.0
2022-04-28,BR_RS_432090,7228,58,0,14349,0.008024349750968456,0.0
2022-04-28,BR_RS_432100,2999,48,0,5776,0.016005335111703902,0.0
2022-04-28,BR_RS_432110,2614,65,0,4242,0.02486610558530987,0.0
2022-04-28,BR_RS_432120,8956,195,0,22998,0.021773112996873605,0.0
2022-04-28,BR_RS_432130,4266,82,0,12011,0.01922175339896859,0.0
2022-04-28,BR_RS_432132,811,8,0,1733,0.009864364981504316,0.0
2022-04-28,BR_RS_432135,829,14,0,743,0.016887816646562123,0.0
2022-04-28,BR_RS_432140,3032,38,0,6847,0.012532981530343008,0.0
2022-04-28,BR_RS_432143,1700,55,0,2361,0.03235294117647059,0.0
2022-04-28,BR_RS_432145,7858,99,0,20125,0.012598625604479512,0.0
2022-04-28,BR_RS_432146,717,10,0,1109,0.01394700139470014,0.0
2022-04-28,BR_RS_432147,449,8,0,853,0.017817371937639197,0.0
2022-04-28,BR_RS_432149,509,12,0,1122,0.023575638506876228,0.0
2022-04-28,BR_RS_432150,11557,124,0,17758,0.010729428052262699,0.0
2022-04-28,BR_RS_432160,13723,247,0,23305,0.017998979814909277,0.0
2022-04-28,BR_RS_432162,399,9,0,725,0.022556390977443608,0.0
2022-04-28,BR_RS_432163,382,3,0,757,0.007853403141361256,0.0
2022-04-28,BR_RS_432166,2079,27,0,3279,0.012987012987012988,0.0
2022-04-28,BR_RS_432170,4903,77,0,8949,0.015704670609830718,0.0
2022-04-28,BR_RS_432180,5634,50,0,10837,0.008874689385871494,0.0
2022-04-28,BR_RS_432183,635,7,0,970,0.011023622047244094,0.0
2022-04-28,BR_RS_432185,940,18,0,2086,0.019148936170212766,0.0
2022-04-28,BR_RS_432190,4058,69,0,9773,0.01700344997535732,0.0
2022-04-28,BR_RS_432195,1355,18,0,2887,0.013284132841328414,0.0
2022-04-28,BR_RS_432200,4094,99,0,9524,0.02418172936003908,0.0
2022-04-28,BR_RS_432210,1341,22,0,2367,0.01640566741237882,0.0
2022-04-28,BR_RS_432215,463,14,0,638,0.03023758099352052,0.0
2022-04-28,BR_RS_432218,323,3,0,200,0.009287925696594427,0.0
2022-04-28,BR_RS_432220,3878,57,0,11982,0.014698298091799896,0.0
2022-04-28,BR_RS_432225,1341,17,0,2587,0.01267710663683818,0.0
2022-04-28,BR_RS_432230,2104,21,0,3281,0.009980988593155894,0.0
2022-04-28,BR_RS_432232,459,8,0,951,0.017429193899782137,0.0
2022-04-28,BR_RS_432234,407,3,0,841,0.007371007371007371,0.0
2022-04-28,BR_RS_432235,118,1,0,200,0.00847457627118644,0.0
2022-04-28,BR_RS_432237,298,4,0,693,0.013422818791946308,0.0
2022-04-28,BR_RS_432240,21446,487,0,34892,0.02270819733283596,0.0
2022-04-28,BR_RS_432250,14302,237,0,38261,0.016571108935813175,0.0
2022-04-28,BR_RS_432252,437,8,0,1013,0.018306636155606407,0.0
2022-04-28,BR_RS_432253,1199,22,0,2055,0.01834862385321101,0.0
2022-04-28,BR_RS_432254,1380,14,0,2676,0.010144927536231883,0.0
2022-04-28,BR_RS_432255,435,3,0,937,0.006896551724137931,0.0
2022-04-28,BR_RS_432260,16444,143,0,44484,0.008696180977864267,0.0
2022-04-28,BR_RS_432270,5898,54,0,10507,0.009155645981688708,0.0
2022-04-28,BR_RS_432280,7784,71,0,17483,0.009121274409044193,0.0
2022-04-28,BR_RS_432285,453,9,0,844,0.019867549668874173,0.0
2022-04-28,BR_RS_432290,820,12,0,1927,0.014634146341463415,0.0
2022-04-28,BR_RS_432300,27909,833,0,64483,0.02984700275896664,0.0
2022-04-28,BR_RS_432310,580,7,0,1062,0.01206896551724138,0.0
2022-04-28,BR_RS_432320,635,7,0,1966,0.011023622047244094,0.0
2022-04-28,BR_RS_432330,1215,13,0,2807,0.010699588477366255,0.0
2022-04-28,BR_RS_432335,482,2,0,588,0.004149377593360996,0.0
2022-04-28,BR_RS_432340,973,11,0,1871,0.011305241521068859,0.0
2022-04-28,BR_RS_432345,733,9,0,866,0.01227830832196453,0.0
2022-04-28,BR_RS_432350,625,8,0,1591,0.0128,0.0
2022-04-28,BR_RS_432360,268,7,0,286,0.026119402985074626,0.0
2022-04-28,BR_RS_432370,477,15,0,784,0.031446540880503145,0.0
2022-04-28,BR_RS_432375,543,12,0,1025,0.022099447513812154,0.0
2022-04-28,BR_RS_432377,431,8,0,1828,0.018561484918793503,0.0
2022-04-28,BR_RS_432380,4654,57,0,8638,0.012247529007305543,0.0
2022-04-28,BR_RS_POA,252098,6216,0,638068,0.02465707780307658,0.0
2022-04-28,BR_SC,1701303,21769,0,5975816,0.012795486753388432,0.0
2022-04-28,BR_SC_420005,510,4,0,1414,0.00784313725490196,0.0
2022-04-28,BR_SC_420010,2240,68,0,11640,0.030357142857142857,0.0
2022-04-28,BR_SC_420020,2257,33,0,5489,0.014621178555604785,0.0
2022-04-28,BR_SC_420030,1176,15,0,1778,0.012755102040816327,0.0
2022-04-28,BR_SC_420040,2120,19,0,3264,0.008962264150943396,0.0
2022-04-28,BR_SC_420050,1110,13,0,2691,0.011711711711711712,0.0
2022-04-28,BR_SC_420055,946,4,0,997,0.004228329809725159,0.0
2022-04-28,BR_SC_420060,1092,12,0,2439,0.01098901098901099,0.0
2022-04-28,BR_SC_420070,1446,12,0,1362,0.008298755186721992,0.0
2022-04-28,BR_SC_420075,434,3,0,444,0.0069124423963133645,0.0
2022-04-28,BR_SC_420080,1093,12,0,2851,0.010978956999085087,0.0
2022-04-28,BR_SC_420090,873,6,0,1346,0.006872852233676976,0.0
2022-04-28,BR_SC_420100,1938,11,0,1355,0.005675954592363261,0.0
2022-04-28,BR_SC_420110,641,6,0,1038,0.0093603744149766,0.0
