date,location_key,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,death_rate,recover_rate
2021-05-31,ID_SR_7601,781,7,773,,0.008962868117797696,0.9897567221510883
2021-05-31,ID_SR_7602,1480,13,1458,,0.008783783783783784,0.9851351351351352
2021-05-31,ID_SR_7603,201,5,192,,0.024875621890547265,0.9552238805970149
2021-05-31,ID_SR_7604,2046,65,1977,,0.03176930596285435,0.966275659824047
2021-05-31,ID_SR_7605,587,19,567,,0.03236797274275979,0.9659284497444633
2021-05-31,ID_SR_7606,407,11,392,,0.02702702702702703,0.9631449631449631
2022-04-30,ID_SS,80435,3339,77041,,0.04151177969789271,0.9578044383663828
2021-05-31,ID_SS_1601,388,40,330,,0.10309278350515463,0.8505154639175257
2021-05-31,ID_SS_1602,182,20,162,,0.10989010989010989,0.8901098901098901
2021-05-31,ID_SS_1603,1725,99,1502,,0.057391304347826085,0.8707246376811594
2021-05-31,ID_SS_1604,860,53,751,,0.06162790697674419,0.8732558139534884
2021-05-31,ID_SS_1605,665,29,605,,0.04360902255639098,0.9097744360902256
2021-05-31,ID_SS_1606,1510,68,1370,,0.045033112582781455,0.9072847682119205
2021-05-31,ID_SS_1607,1204,72,1060,,0.059800664451827246,0.8803986710963455
2021-05-31,ID_SS_1608,919,55,837,,0.05984766050054407,0.9107725788900979
2021-05-31,ID_SS_1609,172,20,136,,0.11627906976744186,0.7906976744186046
2021-05-31,ID_SS_1610,319,25,276,,0.07836990595611286,0.8652037617554859
2021-05-31,ID_SS_1611,117,10,101,,0.08547008547008547,0.8632478632478633
2021-05-31,ID_SS_1612,493,35,457,,0.07099391480730223,0.9269776876267748
2021-05-31,ID_SS_1613,277,17,255,,0.061371841155234655,0.9205776173285198
2021-05-31,ID_SS_1671,12718,564,11335,,0.04434659537663155,0.8912564868690046
2021-05-31,ID_SS_1672,203,11,186,,0.054187192118226604,0.916256157635468
2021-05-31,ID_SS_1673,1476,51,1364,,0.034552845528455285,0.924119241192412
2021-05-31,ID_SS_1674,1066,59,971,,0.055347091932457786,0.9108818011257036
2022-04-29,ID_ST,60771,1721,59019,,0.028319428674861365,0.9711704595942143
2021-05-31,ID_ST_7201,1320,45,1242,,0.03409090909090909,0.9409090909090909
2021-05-31,ID_ST_7202,1835,59,1742,,0.032152588555858314,0.9493188010899183
2021-05-31,ID_ST_7203,563,14,537,,0.02486678507992895,0.9538188277087034
2021-05-31,ID_ST_7204,521,34,476,,0.06525911708253358,0.9136276391554703
2021-05-31,ID_ST_7205,677,11,628,,0.01624815361890694,0.9276218611521418
2021-05-31,ID_ST_7206,1126,25,1088,,0.022202486678507993,0.9662522202486679
2021-05-31,ID_ST_7207,298,8,288,,0.026845637583892617,0.9664429530201343
2021-05-31,ID_ST_7208,1184,25,1093,,0.021114864864864864,0.9231418918918919
2021-05-31,ID_ST_7209,541,11,530,,0.02033271719038817,0.9796672828096118
2021-05-31,ID_ST_7210,726,18,700,,0.024793388429752067,0.9641873278236914
2021-05-31,ID_ST_7211,27,2,25,,0.07407407407407407,0.9259259259259259
2021-05-31,ID_ST_7212,790,13,767,,0.016455696202531647,0.970886075949367
2021-05-31,ID_ST_7271,3288,100,3153,,0.030413625304136254,0.958941605839416
2022-04-30,ID_SU,155000,3249,151603,,0.020961290322580647,0.978083870967742
2021-05-31,ID_SU_1201,557,18,500,,0.03231597845601436,0.8976660682226212
2021-05-31,ID_SU_1202,1610,12,1107,,0.007453416149068323,0.6875776397515528
2021-05-31,ID_SU_1203,347,8,322,,0.023054755043227664,0.9279538904899135
2021-05-31,ID_SU_1204,12,0,12,,0.0,1.0
2021-05-31,ID_SU_1205,752,46,491,,0.061170212765957445,0.6529255319148937
2021-05-31,ID_SU_1206,720,54,580,,0.075,0.8055555555555556
2021-05-31,ID_SU_1207,4209,194,3574,,0.046091708244238534,0.8491328106438584
2020-09-06,ID_SU_1208,187,13,136,,0.06951871657754011,0.7272727272727273
2021-05-31,ID_SU_1209,777,26,658,,0.03346203346203346,0.8468468468468469
2021-05-31,ID_SU_1210,595,18,427,,0.030252100840336135,0.7176470588235294
2021-05-31,ID_SU_1211,363,27,282,,0.0743801652892562,0.7768595041322314
2021-05-31,ID_SU_1212,26,1,25,,0.038461538461538464,0.9615384615384616
2021-05-31,ID_SU_1213,254,0,231,,0.0,0.9094488188976378
2020-09-06,ID_SU_1214,1,0,1,,0.0,1.0
2021-05-31,ID_SU_1215,260,30,207,,0.11538461538461539,0.7961538461538461
2021-05-31,ID_SU_1216,1330,1,1135,,0.0007518796992481203,0.8533834586466166
2021-05-31,ID_SU_1217,241,12,212,,0.04979253112033195,0.8796680497925311
2021-05-31,ID_SU_1218,868,77,664,,0.08870967741935484,0.7649769585253456
2021-05-31,ID_SU_1219,439,8,401,,0.018223234624145785,0.9134396355353075
2021-05-31,ID_SU_1220,172,4,165,,0.023255813953488372,0.9593023255813954
2021-05-31,ID_SU_1221,62,3,58,,0.04838709677419355,0.9354838709677419
2021-05-31,ID_SU_1222,273,11,193,,0.040293040293040296,0.706959706959707
2021-05-31,ID_SU_1223,45,5,40,,0.1111111111111111,0.8888888888888888
2021-05-31,ID_SU_1224,21,0,21,,0.0,1.0
2020-09-06,ID_SU_1225,2,0,1,,0.0,0.5
2021-05-31,ID_SU_1271,16473,539,14950,,0.03272020882656468,0.907545680811024
2021-05-31,ID_SU_1272,1221,30,1039,,0.02457002457002457,0.8509418509418509
2020-09-06,ID_SU_1273,38,2,24,,0.05263157894736842,0.631578947368421
2021-05-31,ID_SU_1274,141,8,129,,0.05673758865248227,0.9148936170212766
2021-05-31,ID_SU_1275,786,67,631,,0.08524173027989822,0.8027989821882952
2021-05-31,ID_SU_1276,488,22,417,,0.045081967213114756,0.8545081967213115
2020-09-06,ID_SU_1277,18,3,13,,0.16666666666666666,0.7222222222222222
2021-05-31,ID_SU_1278,52,3,48,,0.057692307692307696,0.9230769230769231
2022-04-30,ID_YO,220539,5892,214434,,0.02671636309224219,0.9723178213377226
2021-05-31,ID_YO_3401,5411,27,1004,,0.004989835520236555,0.18554795786361117
2021-05-31,ID_YO_3402,12882,151,4726,,0.011721782331936034,0.3668684986803291
2021-05-31,ID_YO_3403,3003,57,1068,,0.01898101898101898,0.35564435564435565
2021-05-31,ID_YO_3404,15885,156,6331,,0.009820585457979225,0.3985520931696569
2021-05-31,ID_YO_3471,7498,148,2962,,0.019738596959189118,0.39503867698052814
2022-04-28,IE,1516153,7076,,12063637,0.004667075156662949,
2022-04-27,IL,4072865,10695,,50036948,0.0026259156637894947,
2022-04-24,IL_D,464964,338,460363,,0.0007269379995010366,0.9901046102493957
2022-04-24,IL_D_0031,17454,7,17318,,0.0004010541996104045,0.9922080898361407
2022-04-24,IL_D_0070,98926,98,97980,,0.000990639467885086,0.9904372965651093
2022-04-24,IL_D_0099,2304,1,2276,,0.00043402777777777775,0.9878472222222222
2022-04-24,IL_D_0246,22576,8,22480,,0.00035435861091424523,0.9957476966690291
2022-04-24,IL_D_0351,1526,0,1514,,0.0,0.9921363040629095
2022-04-24,IL_D_0666,3773,1,3725,,0.00026504108136761196,0.9872780280943546
2022-04-24,IL_D_0709,1262,1,1256,,0.000792393026941363,0.9952456418383518
2022-04-24,IL_D_0763,1101,0,1094,,0.0,0.9936421435059037
2022-04-24,IL_D_0831,5822,1,5776,,0.00017176228100309173,0.9920989350738578
2022-04-24,IL_D_1031,14595,7,14438,,0.00047961630695443646,0.9892428914011648
2022-04-24,IL_D_1034,11078,7,10991,,0.0006318830113738942,0.9921465968586387
2022-04-24,IL_D_1054,3760,21,3718,,0.005585106382978724,0.9888297872340426
2022-04-24,IL_D_1059,4022,1,4003,,0.0002486325211337643,0.9952759820984585
2022-04-24,IL_D_1060,3301,1,3288,,0.0003029385034837928,0.9960617994547107
2022-04-24,IL_D_1082,829,0,826,,0.0,0.9963811821471653
2022-04-24,IL_D_1098,1440,1,1432,,0.0006944444444444445,0.9944444444444445
2022-04-24,IL_D_1161,17603,12,17527,,0.0006817019826165995,0.9956825541100949
2022-04-24,IL_D_1192,3020,1,3010,,0.00033112582781456954,0.9966887417218543
2022-04-24,IL_D_1268,4750,1,4700,,0.0002105263157894737,0.9894736842105263
2022-04-24,IL_D_1271,3133,1,3096,,0.0003191828917969997,0.988190233003511
2022-04-24,IL_D_1286,2047,1,2032,,0.0004885197850512946,0.9926722032242306
2022-04-24,IL_D_1303,3565,1,3543,,0.00028050490883590464,0.9938288920056101
2022-04-24,IL_D_1347,258,1,254,,0.003875968992248062,0.9844961240310077
2022-04-24,IL_D_1348,245,1,243,,0.004081632653061225,0.9918367346938776
2022-04-24,IL_D_1358,423,1,420,,0.002364066193853428,0.9929078014184397
2022-04-24,IL_D_1359,292,0,292,,0.0,1.0
2022-04-24,IL_D_2200,15935,7,15798,,0.00043928459366175085,0.99140257295262
2022-04-24,IL_D_2560,12081,6,11992,,0.0004966476285075739,0.9926330601771377
2022-04-24,IL_D_2600,22395,11,22200,,0.0004911810672025005,0.9912926992632284
2022-04-24,IL_D_2630,27550,36,27292,,0.0013067150635208712,0.9906352087114337
2022-04-24,IL_D_7100,64407,43,63558,,0.000667629294952412,0.9868182029903582
2022-04-24,IL_D_9000,93491,60,92291,,0.000641773004888171,0.9871645399022366
2022-04-24,IL_HA,418884,637,414475,,0.001520707403481632,0.989474412963971
2022-04-24,IL_HA_0053,4687,1,4649,,0.0002133560913164071,0.9918924685299765
2022-04-24,IL_HA_0494,7933,26,7896,,0.0032774486322954747,0.9953359384848103
2022-04-24,IL_HA_0534,5836,32,5793,,0.0054832076764907475,0.9926319396847155
2022-04-24,IL_HA_0537,5070,26,5032,,0.005128205128205128,0.9925049309664694
2022-04-24,IL_HA_0541,4135,19,4112,,0.004594921402660218,0.9944377267230955
2022-04-24,IL_HA_0628,5188,16,5165,,0.0030840400925212026,0.9955666923670008
2022-04-24,IL_HA_0637,8539,28,8506,,0.003279072490923996,0.9961353788499824
2022-04-24,IL_HA_0652,822,1,819,,0.0012165450121654502,0.9963503649635036
2022-04-24,IL_HA_0654,7690,29,7649,,0.0037711313394018205,0.994668400520156
2022-04-24,IL_HA_0922,6946,1,6921,,0.00014396775122372588,0.9964008062194069
2022-04-24,IL_HA_1020,9390,6,9301,,0.0006389776357827476,0.9905218317358893
2022-04-24,IL_HA_1167,2614,1,2593,,0.00038255547054322876,0.9919663351185922
2022-04-24,IL_HA_1243,1225,1,1218,,0.0008163265306122449,0.9942857142857143
2022-04-24,IL_HA_1247,10039,1,9995,,9.961151509114453e-05,0.9956170933359897
2022-04-24,IL_HA_1284,1266,1,1254,,0.0007898894154818325,0.990521327014218
2022-04-24,IL_HA_1326,4220,1,4205,,0.00023696682464454977,0.9964454976303317
2022-04-24,IL_HA_1327,6585,25,6556,,0.0037965072133637054,0.9955960516324981
2022-04-24,IL_HA_2100,10363,6,10256,,0.0005789829200038599,0.9896748045932645
2022-04-24,IL_HA_2300,7401,5,7304,,0.0006755843804891231,0.986893663018511
2022-04-24,IL_HA_2500,9608,5,9511,,0.0005203996669442131,0.9899042464612823
2022-04-24,IL_HA_2710,21343,84,21251,,0.003935716628402755,0.9956894532165113
2022-04-24,IL_HA_4000,101643,112,100034,,0.0011018958511653533,0.984170085495312
2022-04-24,IL_HA_6000,12966,41,12909,,0.0031621163041801637,0.9956038870893105
2022-04-24,IL_HA_6500,43595,54,43087,,0.0012386741598807204,0.988347287532974
2022-04-24,IL_HA_6800,28104,34,27823,,0.0012097922003985197,0.9900014232849417
2022-04-24,IL_HA_7800,21069,9,20846,,0.00042716787697565144,0.9894157292704922
2022-04-24,IL_HA_8200,20172,24,19944,,0.001189767995240928,0.9886972040452112
2022-04-24,IL_HA_9300,9905,5,9811,,0.0005047955577990914,0.9905098435133771
2022-04-24,IL_HA_9500,18756,10,18540,,0.0005331627212625293,0.9884836852207294
2022-04-24,IL_HA_9600,14207,29,14008,,0.002041247272471317,0.9859928204406279
2022-04-24,IL_HA_9800,7567,4,7487,,0.0005286110744020088,0.9894277785119598
2022-04-24,IL_JM,402842,603,399645,,0.0014968647757681672,0.9920638860893353
2022-04-24,IL_JM_0472,5121,1,5073,,0.00019527436047646945,0.9906268306971294
2022-04-24,IL_JM_0521,1190,1,1181,,0.0008403361344537816,0.992436974789916
2022-04-24,IL_JM_1015,11602,7,11444,,0.0006033442509912084,0.9863816583347699
2022-04-24,IL_JM_1113,4989,1,4941,,0.00020044097013429546,0.9903788334335538
2022-04-24,IL_JM_1137,3126,1,3120,,0.0003198976327575176,0.9980806142034548
2022-04-24,IL_JM_2610,48140,17,47963,,0.00035313668466971333,0.9963232239302036
2022-04-24,IL_JM_3000,328674,575,325923,,0.0017494538661409177,0.9916300041986893
2022-04-24,IL_M,960500,784,951096,,0.0008162415408641333,0.9902092660072879
2022-04-24,IL_M_0028,8097,1,8037,,0.00012350253180190194,0.9925898480918859
2022-04-24,IL_M_0041,1744,1,1729,,0.0005733944954128441,0.9913990825688074
2022-04-24,IL_M_0147,1239,1,1227,,0.0008071025020177562,0.9903147699757869
2022-04-24,IL_M_0154,7018,1,6951,,0.00014249073810202338,0.9904531205471644
2022-04-24,IL_M_0166,11988,3,11898,,0.00025025025025025025,0.9924924924924925
2022-04-24,IL_M_0168,13356,4,13259,,0.0002994908655286014,0.9927373465109314
2022-04-24,IL_M_0171,3562,1,3529,,0.00028074115665356543,0.9907355418304323
2022-04-24,IL_M_0182,7107,1,7013,,0.0001407063458561981,0.9867736034895174
2022-04-24,IL_M_0190,918,0,908,,0.0,0.9891067538126361
2022-04-24,IL_M_0195,10562,6,10432,,0.0005680742283658398,0.9876917250520735
2022-04-24,IL_M_0229,11200,4,11094,,0.00035714285714285714,0.9905357142857143
2022-04-24,IL_M_0276,1403,1,1389,,0.0007127583749109052,0.9900213827512473
2022-04-24,IL_M_0326,1052,1,1041,,0.0009505703422053232,0.9895437262357415
2022-04-24,IL_M_0466,3486,1,3455,,0.00028686173264486515,0.9911072862880091
2022-04-24,IL_M_0469,5250,3,5183,,0.0005714285714285715,0.9872380952380952
2022-04-24,IL_M_0577,2882,1,2871,,0.00034698126301179735,0.9961832061068703
2022-04-24,IL_M_0587,2172,1,2153,,0.00046040515653775324,0.9912523020257827
2022-04-24,IL_M_0627,3548,1,3528,,0.0002818489289740699,0.9943630214205186
2022-04-24,IL_M_0633,1569,0,1567,,0.0,0.9987253027405991
2022-04-24,IL_M_0634,10420,19,10385,,0.0018234165067178502,0.996641074856046
2022-04-24,IL_M_0638,8917,23,8887,,0.0025793428283054838,0.9966356397891668
2022-04-24,IL_M_0681,13590,4,13483,,0.00029433406916850625,0.9921265636497425
2022-04-24,IL_M_0696,3998,1,3993,,0.0002501250625312656,0.9987493746873437
2022-04-24,IL_M_1050,1246,0,1239,,0.0,0.9943820224719101
2022-04-24,IL_M_1066,2862,1,2832,,0.00034940600978336826,0.989517819706499
2022-04-24,IL_M_1200,48082,13,47662,,0.0002703714487750094,0.991264922424192
2022-04-24,IL_M_1224,3840,3,3790,,0.00078125,0.9869791666666666
2022-04-24,IL_M_1290,2769,1,2752,,0.00036114120621162876,0.9938605994944023
2022-04-24,IL_M_1304,10777,4,10695,,0.0003711608054189478,0.9923912034889115
2022-04-24,IL_M_1309,23608,6,23572,,0.0002541511352084039,0.9984750931887496
2022-04-24,IL_M_1310,1113,1,1104,,0.0008984725965858042,0.9919137466307277
2022-04-24,IL_M_1315,1785,1,1767,,0.0005602240896358543,0.9899159663865547
2022-04-24,IL_M_1319,2616,1,2606,,0.00038226299694189603,0.996177370030581
2022-04-24,IL_M_1333,1431,0,1418,,0.0,0.9909154437456325
2022-04-24,IL_M_1345,3408,1,3388,,0.00029342723004694836,0.994131455399061
2022-04-24,IL_M_2038,1120,1,1114,,0.0008928571428571428,0.9946428571428572
2022-04-24,IL_M_2530,15080,16,14949,,0.0010610079575596816,0.9913129973474801
2022-04-24,IL_M_2550,14015,36,13843,,0.0025686764181234393,0.987727434891188
2022-04-24,IL_M_2640,34210,10,33931,,0.00029231218941829873,0.9918444899152294
2022-04-24,IL_M_2660,26294,9,26096,,0.00034228341066402983,0.9924697649653913
2022-04-24,IL_M_2720,11394,54,11323,,0.004739336492890996,0.9937686501667544
2022-04-24,IL_M_2730,17991,75,17905,,0.00416875104218776,0.9952198321382913
2022-04-24,IL_M_6900,44924,23,44341,,0.0005119757813195619,0.9870225269343781
2022-04-24,IL_M_7000,33877,18,33574,,0.0005313339433834165,0.9910558786197124
2022-04-24,IL_M_7200,23339,10,23075,,0.00042846737220960627,0.9886884613736664
2022-04-24,IL_M_7400,93676,97,92733,,0.0010354840087108757,0.9899333874204705
2022-04-24,IL_M_7900,112867,131,111600,,0.001160658119733846,0.988774398185475
2022-04-24,IL_M_8300,108856,55,107613,,0.0005052546483427648,0.9885812449474535
2022-04-24,IL_M_8400,66726,29,66005,,0.0004346131942571112,0.9891946167910559
2022-04-24,IL_M_8500,36670,70,36258,,0.0019089173711480775,0.9887646577583856
2022-04-24,IL_M_8700,36279,20,35852,,0.000551283111441881,0.9882301055707159
2022-04-24,IL_M_9400,14613,6,14462,,0.0004105933073290905,0.9896667350988846
2022-04-24,IL_M_9700,29954,13,29585,,0.00043399879815717436,0.9876811110369232
2022-04-24,IL_TA,589440,431,582209,,0.0007312024972855592,0.9877324239956569
2022-04-24,IL_TA_0565,6059,4,5993,,0.0006601749463607857,0.9891071133850471
2022-04-24,IL_TA_2400,17909,10,17755,,0.0005583784689262382,0.9914009715785359
2022-04-24,IL_TA_2620,18953,7,18754,,0.00036933466997309135,0.9895003429536221
2022-04-24,IL_TA_2650,21452,12,21164,,0.0005593884020137983,0.9865746783516688
2022-04-24,IL_TA_5000,171821,119,169349,,0.0006925812327945944,0.9856129343910233
2022-04-24,IL_TA_6100,89004,52,88603,,0.000584243404790796,0.9954945845130556
2022-04-24,IL_TA_6200,51082,99,50314,,0.0019380603735170902,0.9849653498296856
2022-04-24,IL_TA_6300,24269,15,23938,,0.0006180724380897442,0.9863612015328197
2022-04-24,IL_TA_6400,40659,24,40027,,0.0005902752158193757,0.9844560859834232
2022-04-24,IL_TA_6600,83987,49,83017,,0.0005834236250848346,0.988450593544239
2022-04-24,IL_TA_8600,64245,40,63295,,0.0006226165460347109,0.9852128570316756
2022-04-24,IL_WE,185441,57,184640,,0.0003073753916339968,0.9956805668649328
2022-04-24,IL_WE_3557,2717,1,2705,,0.000368052999631947,0.9955833640044166
2022-04-24,IL_WE_3560,2451,1,2413,,0.0004079967360261118,0.9844961240310077
2022-04-24,IL_WE_3563,2435,0,2433,,0.0,0.9991786447638604
2022-04-24,IL_WE_3564,1593,0,1589,,0.0,0.997489014438167
2022-04-24,IL_WE_3570,8571,6,8463,,0.0007000350017500875,0.9873993699684984
2022-04-24,IL_WE_3574,3435,1,3429,,0.0002911208151382824,0.9982532751091703
2022-04-24,IL_WE_3576,1557,1,1553,,0.0006422607578676942,0.9974309569685292
2022-04-24,IL_WE_3604,2081,1,2077,,0.0004805382027871216,0.9980778471888515
2022-04-24,IL_WE_3611,3290,1,3275,,0.00030395136778115504,0.9954407294832827
2022-04-24,IL_WE_3616,20092,10,19965,,0.0004977105315548477,0.9936790762492534
2022-04-24,IL_WE_3617,1949,0,1942,,0.0,0.9964084145715751
2022-04-24,IL_WE_3618,1516,1,1510,,0.0006596306068601583,0.996042216358839
2022-04-24,IL_WE_3638,2623,0,2610,,0.0,0.9950438429279451
2022-04-24,IL_WE_3640,5372,1,5352,,0.00018615040953090097,0.996276991809382
2022-04-24,IL_WE_3641,2820,0,2813,,0.0,0.9975177304964539
2022-04-24,IL_WE_3647,1569,0,1564,,0.0,0.9968132568514978
2022-04-24,IL_WE_3650,7182,0,7151,,0.0,0.9956836535783904
2022-04-24,IL_WE_3652,2594,1,2569,,0.00038550501156515033,0.9903623747108713
2022-04-24,IL_WE_3660,1518,1,1512,,0.0006587615283267457,0.9960474308300395
2022-04-24,IL_WE_3709,1743,1,1737,,0.0005737234652897303,0.9965576592082617
2022-04-24,IL_WE_3710,1729,1,1727,,0.000578368999421631,0.9988432620011567
2022-04-24,IL_WE_3720,3209,1,3170,,0.0003116235587410408,0.9878466812090994
2022-04-24,IL_WE_3725,1551,0,1540,,0.0,0.9929078014184397
2022-04-24,IL_WE_3726,1284,0,1284,,0.0,1.0
2022-04-24,IL_WE_3727,2827,0,2812,,0.0,0.994694021931376
2022-04-24,IL_WE_3730,8427,2,8390,,0.00023733238400379733,0.9956093508959297
2022-04-24,IL_WE_3750,3910,1,3870,,0.0002557544757033248,0.989769820971867
2022-04-24,IL_WE_3760,4744,1,4705,,0.00021079258010118043,0.991779089376054
2022-04-24,IL_WE_3763,2867,1,2852,,0.0003487966515521451,0.9947680502267178
2022-04-24,IL_WE_3765,2735,1,2720,,0.00036563071297989033,0.9945155393053017
2022-04-24,IL_WE_3769,1818,1,1799,,0.00055005500550055,0.9895489548954896
2022-04-24,IL_WE_3770,2073,1,2066,,0.000482392667631452,0.9966232513265798
2022-04-24,IL_WE_3778,1549,1,1536,,0.0006455777921239509,0.9916074887023887
2022-04-24,IL_WE_3779,4336,1,4331,,0.00023062730627306272,0.9988468634686347
2022-04-24,IL_WE_3780,19344,8,19316,,0.00041356492969396195,0.9985525227460711
2022-04-24,IL_WE_3788,3284,1,3271,,0.0003045066991473812,0.9960414129110841
2022-04-24,IL_WE_3791,1365,0,1358,,0.0,0.9948717948717949
2022-04-24,IL_WE_3795,2105,0,2102,,0.0,0.9985748218527316
2022-04-24,IL_WE_3796,1261,0,1252,,0.0,0.992862807295797
2022-04-24,IL_WE_3797,36855,8,36821,,0.0002170668837335504,0.9990774657441324
2022-04-24,IL_WE_3823,1060,1,1056,,0.0009433962264150943,0.9962264150943396
2022-04-24,IL_Z,520121,749,516240,,0.0014400495269370013,0.9925382747476068
2022-04-24,IL_Z_0026,1372,0,1365,,0.0,0.9948979591836735
2022-04-24,IL_Z_0046,1362,1,1342,,0.0007342143906020558,0.9853157121879589
2022-04-24,IL_Z_0047,2205,0,2179,,0.0,0.9882086167800453
2022-04-24,IL_Z_0122,3597,1,3563,,0.00027800945232137893,0.9905476786210731
2022-04-24,IL_Z_0240,10440,5,10324,,0.0004789272030651341,0.9888888888888889
2022-04-24,IL_Z_0473,6254,22,6193,,0.003517748640869843,0.9902462424048609
2022-04-24,IL_Z_0478,5892,19,5859,,0.0032247114731839784,0.9943991853360489
2022-04-24,IL_Z_0480,5838,16,5818,,0.0027406646111682084,0.9965741692360397
2022-04-24,IL_Z_0481,11465,22,11416,,0.0019188835586567816,0.9957261229829917
2022-04-24,IL_Z_0482,3866,1,3856,,0.0002586652871184687,0.9974133471288154
2022-04-24,IL_Z_0483,3235,1,3219,,0.0003091190108191654,0.9950540958268933
2022-04-24,IL_Z_0485,3122,1,3107,,0.00032030749519538755,0.9951953875720692
2022-04-24,IL_Z_0487,1339,1,1331,,0.0007468259895444362,0.9940253920836445
2022-04-24,IL_Z_0489,4544,1,4523,,0.00022007042253521127,0.9953785211267606
2022-04-24,IL_Z_0490,3579,19,3557,,0.005308745459625594,0.9938530315730651
2022-04-24,IL_Z_0492,5014,1,4995,,0.00019944156362185878,0.9962106102911846
2022-04-24,IL_Z_0496,3718,1,3712,,0.00026896180742334586,0.9983862291554599
2022-04-24,IL_Z_0498,5777,1,5761,,0.00017310022503029253,0.9972303963995153
2022-04-24,IL_Z_0499,7809,19,7779,,0.0024330900243309003,0.9961582789089513
2022-04-24,IL_Z_0502,7483,40,7437,,0.005345449685954831,0.9938527328611519
2022-04-24,IL_Z_0504,4809,1,4784,,0.0002079434393844874,0.9948014140153878
2022-04-24,IL_Z_0505,1702,1,1693,,0.0005875440658049354,0.9947121034077556
2022-04-24,IL_Z_0507,4648,1,4631,,0.0002151462994836489,0.996342512908778
2022-04-24,IL_Z_0508,1550,1,1540,,0.0006451612903225806,0.9935483870967742
2022-04-24,IL_Z_0509,8610,17,8582,,0.0019744483159117305,0.9967479674796748
2022-04-24,IL_Z_0510,5665,25,5636,,0.00441306266548985,0.9948808473080317
2022-04-24,IL_Z_0511,2637,1,2628,,0.0003792188092529389,0.9965870307167235
2022-04-24,IL_Z_0512,1187,1,1183,,0.0008424599831508003,0.9966301600673968
2022-04-24,IL_Z_0516,6112,21,6086,,0.00343586387434555,0.9957460732984293
2022-04-24,IL_Z_0517,1507,1,1494,,0.0006635700066357001,0.9913735899137359
2022-04-24,IL_Z_0518,1581,1,1546,,0.0006325110689437065,0.9778621125869703
2022-04-24,IL_Z_0520,3535,1,3520,,0.0002828854314002829,0.9957567185289957
2022-04-24,IL_Z_0522,4954,24,4927,,0.004844570044408559,0.9945498587000404
2022-04-24,IL_Z_0524,814,1,812,,0.0012285012285012285,0.9975429975429976
2022-04-24,IL_Z_0525,2060,1,2044,,0.0004854368932038835,0.9922330097087378
2022-04-24,IL_Z_0526,1211,1,1203,,0.0008257638315441783,0.9933938893476466
2022-04-24,IL_Z_0528,971,1,963,,0.0010298661174047373,0.9917610710607621
2022-04-24,IL_Z_0529,5031,1,5008,,0.00019876764062810574,0.9954283442655536
2022-04-24,IL_Z_0530,2908,1,2893,,0.000343878954607978,0.9948418156808804
2022-04-24,IL_Z_0531,10290,18,10254,,0.001749271137026239,0.9965014577259476
2022-04-24,IL_Z_0532,4714,30,4679,,0.006364022061943148,0.9925753075943997
2022-04-24,IL_Z_0535,1572,1,1545,,0.0006361323155216285,0.982824427480916
2022-04-24,IL_Z_0536,3512,1,3493,,0.0002847380410022779,0.9945899772209568
2022-04-24,IL_Z_0538,2710,1,2697,,0.00036900369003690036,0.9952029520295202
2022-04-24,IL_Z_0542,6357,17,6328,,0.0026742173981437784,0.9954380997325782
2022-04-24,IL_Z_0543,4034,1,3991,,0.00024789291026276647,0.989340604858701
2022-04-24,IL_Z_0635,1589,1,1579,,0.0006293266205160479,0.9937067337948395
2022-04-24,IL_Z_0658,1190,1,1187,,0.0008403361344537816,0.9974789915966387
2022-04-24,IL_Z_0812,3291,1,3258,,0.00030385900941962927,0.9899726526891522
2022-04-24,IL_Z_0874,12717,8,12592,,0.000629079185342455,0.9901706377290241
2022-04-24,IL_Z_0913,2262,1,2254,,0.0004420866489832007,0.9964633068081344
2022-04-24,IL_Z_0944,2757,1,2730,,0.0003627130939426913,0.9902067464635473
2022-04-24,IL_Z_0962,2189,1,2180,,0.00045682960255824577,0.9958885335769758
2022-04-24,IL_Z_0975,2776,1,2760,,0.00036023054755043225,0.9942363112391931
2022-04-24,IL_Z_0978,2317,1,2303,,0.00043159257660768235,0.9939577039274925
2022-04-24,IL_Z_0998,3104,1,3093,,0.00032216494845360824,0.9964561855670103
2022-04-24,IL_Z_1061,17156,13,16988,,0.0007577523898344603,0.9902075075775238
2022-04-24,IL_Z_1063,10325,6,10235,,0.0005811138014527845,0.9912832929782083
2022-04-24,IL_Z_1139,20441,12,20202,,0.0005870554278166431,0.9883078127293186
2022-04-24,IL_Z_1186,1358,0,1351,,0.0,0.9948453608247423
2022-04-24,IL_Z_1245,1631,1,1624,,0.0006131207847946045,0.9957081545064378
2022-04-24,IL_Z_1263,2505,1,2484,,0.0003992015968063872,0.9916167664670659
2022-04-24,IL_Z_1274,1314,0,1297,,0.0,0.987062404870624
2022-04-24,IL_Z_1292,7607,36,7544,,0.004732483239121861,0.9917181543315368
2022-04-24,IL_Z_1295,3494,1,3481,,0.00028620492272467084,0.9962793360045793
2022-04-24,IL_Z_1296,3118,1,3106,,0.00032071840923669016,0.9961513790891597
2022-04-24,IL_Z_1330,1478,1,1468,,0.0006765899864682003,0.993234100135318
2022-04-24,IL_Z_1337,1343,1,1321,,0.0007446016381236039,0.9836187639612807
2022-04-24,IL_Z_2034,5199,15,5166,,0.0028851702250432777,0.9936526255049047
